Sl no.,GSTIN/UIN of Customer,Name of the Customer,Invoice No.,Is Memo,Invoice Date,Invoice Val,HSN,Product Name,Taxable Val,SGST/UTGST Rate,SGST/UTGST(Rs), CGST Rate,CGST(Rs),IGST Rate,IGST(Rs),CESS Rate,CESS(Rs),ADDITIONAL CESS Rate,ADDITIONAL CESS(Rs),Pos(State Code),UOM,QTY,RATE,Payment Mode
155,,,4121025056,0,01-03-2022,930,,Samyang Seafood Party 125 Gm,111.62,6.00%,6.69,6.00%,6.69,-,-,-,-,-,-,27,PC,1,125,Cash
156,,,4121025056,0,01-03-2022,930,220210,Almond Fresh\Vanila\Tpk 200 Ml- 24,59.34,9.00%,5.33,9.00%,5.33,-,-,-,-,-,-,27,PC,1,70,Cash
157,,,4121025056,0,01-03-2022,930,,Zorabian Chicken Sausages250 Gm,133.94,6.00%,8.03,6.00%,8.03,-,-,-,-,-,-,27,PC,1,150,Cash
158,,,4121025056,0,01-03-2022,930,205,Zorabian Chicken - Nuggets 250 Gm Pouch,178.58,6.00%,10.71,6.00%,10.71,-,-,-,-,-,-,27,PC,1,200,Cash
159,,,4121025056,0,01-03-2022,930,2104,kKeya hot & Houp Veg b11 g,38.14,9.00%,3.43,9.00%,3.43,-,-,-,-,-,-,27,PC,3,15,Cash
160,,,4121025056,0,01-03-2022,930,210690,Keya Chiken Soup,12.72,9.00%,1.14,9.00%,1.14,-,-,-,-,-,-,27,PC,1,15,Cash
161,,,4121025056,0,01-03-2022,930,,Prasuma Chicken Momos,263.4,6.00%,15.8,6.00%,15.8,-,-,-,-,-,-,27,PC,1,295,Cash
162,,,4121025057,0,01-03-2022,185,,Food,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
163,,,4121025057,0,01-03-2022,185,,Hershey's strawberry milk shake,31.26,6.00%,1.87,6.00%,1.87,-,-,-,-,-,-,27,PC,1,35,Cash
164,,,4121025057,0,01-03-2022,185,20098910,PB Aamras 1 Ltr ,107.16,6.00%,6.42,6.00%,6.42,-,-,-,-,-,-,27,PC,1,120,Cash
165,,,4121025058,0,01-03-2022,210,210690,Bikaji Soan Papdi Man Bhawan 200Gms,46.62,9.00%,4.19,9.00%,4.19,-,-,-,-,-,-,27,PC,1,55,Cash
166,,,4121025058,0,01-03-2022,210,2106,Prakash Varhadi Mutton Rassa,25.44,9.00%,2.28,9.00%,2.28,-,-,-,-,-,-,27,PC,1,30,Cash
167,,,4121025058,0,01-03-2022,210,,Ever green Snacks,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
168,,,4121025058,0,01-03-2022,210,25010020,Lunn Pink Rock Salt Fine Grain 1 kg,95,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,95,Cash
169,,,4121025059,0,01-03-2022,145,,Marshmallow Candy,70,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,35,Cash
170,,,4121025059,0,01-03-2022,145,,Galaxy Fruit & Nut,75,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,75,Cash
171,,,4121025060,0,01-03-2022,160,,Hersheys Cookies 'N' Creme 40gm,50.86,9.00%,4.57,9.00%,4.57,-,-,-,-,-,-,27,PC,1,60,Cash
172,,,4121025060,0,01-03-2022,160,17041000,Fusen gum,8.94,6.00%,0.53,6.00%,0.53,-,-,-,-,-,-,27,PC,1,10,Cash
173,,,4121025060,0,01-03-2022,160,17049090,Sour Punk Cola 40 gm,53.58,6.00%,3.21,6.00%,3.21,-,-,-,-,-,-,27,PC,2,30,Cash
174,,,4121025060,0,01-03-2022,160,,mentos,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
175,,,4121025061,0,01-03-2022,260,2301,Continental Xtra Coffee Powder 200G Jar,220.34,9.00%,19.83,9.00%,19.83,-,-,-,-,-,-,27,PC,1,260,Cash
176,,,4121025062,0,01-03-2022,45,2301,Continental Speciale Instant Coffee 25G,38.14,9.00%,3.43,9.00%,3.43,-,-,-,-,-,-,27,PC,1,45,Cash
177,,,4121025063,0,01-03-2022,353,1806,Kinder Joy 20 Gm Plpch Surprise Growing Generation [Count],76.28,9.00%,6.86,9.00%,6.86,-,-,-,-,-,-,27,PC,2,45,Cash
178,,,4121025063,0,01-03-2022,353,,Kerala Tapioca Chips 70 Gmp,61.92,2.50%,1.54,2.50%,1.54,-,-,-,-,-,-,27,PC,1,65,Cash
179,,,4121025063,0,01-03-2022,353,,jolly Roncher,10,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,5,Cash
180,,,4121025063,0,01-03-2022,353,1806,Jolly Rancher Lollipops,4.48,6.00%,0.26,6.00%,0.26,-,-,-,-,-,-,27,PC,1,5,Cash
181,,,4121025063,0,01-03-2022,353,1704,Jolly Lollipops Bred,13.4,6.00%,0.8,6.00%,0.8,-,-,-,-,-,-,27,PC,3,5,Cash
182,,,4121025063,0,01-03-2022,353,,Jolly Rancher,17.86,6.00%,1.07,6.00%,1.07,-,-,-,-,-,-,27,PC,4,5,Cash
183,,,4121025063,0,01-03-2022,353,,Snickers kesarpista,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
184,,,4121025063,0,01-03-2022,353,,Snickers Butterscotch,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,25,Cash
185,,,4121025063,0,01-03-2022,353,96031000,Pro Nature Chana Sattu 250Gm,64.78,2.50%,1.61,2.50%,1.61,-,-,-,-,-,-,27,PC,1,68,Cash
186,,,4121025064,0,01-03-2022,60,,Strawberry Donut,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
187,,,4121025064,0,01-03-2022,60,,Doowee Chocolate Donut,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
188,,,4121025065,0,01-03-2022,100,,Fruit Vegetables,35,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,35,Cash
189,,,4121025065,0,01-03-2022,100,220210,Coca Cola Soft Drink 1.25 Ltr Bottle,46.45,14.00%,6.49,14.00%,6.49,-,-,12.00%,5.57,-,-,27,PC,1,65,Cash
190,,,4121025066,0,01-03-2022,1846,,Carry Bag Big,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
191,,,4121025066,0,01-03-2022,1846,1806,Kinder Joy 20 Gm Plpch Surprise Growing Generation [Count],38.14,9.00%,3.43,9.00%,3.43,-,-,-,-,-,-,27,PC,1,45,Cash
192,,,4121025066,0,01-03-2022,1846,2105,London Dairy Tiramisu icm 500 ml,381.36,9.00%,34.32,9.00%,34.32,-,-,-,-,-,-,27,PC,1,450,Cash
193,,,4121025066,0,01-03-2022,1846,,TONG GARDEN COCONUT FLAVER COAT PEAN 60G,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
194,,,4121025066,0,01-03-2022,1846,1004,Kelloggs Corn Flakes - Real Strawberry 275 Gm Carton,118.66,9.00%,10.67,9.00%,10.67,-,-,-,-,-,-,27,PC,1,140,Cash
195,,,4121025066,0,01-03-2022,1846,1902,Chings Secret Hakka Egg Noodles 150 Gms,27.12,9.00%,2.44,9.00%,2.44,-,-,-,-,-,-,27,PC,1,32,Cash
196,,,4121025066,0,01-03-2022,1846,205,Venkys Chicken&Cheese Nuggets 300Gms,392.86,6.00%,23.57,6.00%,23.57,-,-,-,-,-,-,27,PC,2,220,Cash
197,,,4121025066,0,01-03-2022,1846,2103,Gadre lobsre bites,174.12,6.00%,10.44,6.00%,10.44,-,-,-,-,-,-,27,PC,1,195,Cash
198,,,4121025066,0,01-03-2022,1846,18069010,Snickers 50 gm,38.14,9.00%,3.43,9.00%,3.43,-,-,-,-,-,-,27,PC,1,45,Cash
199,,,4121025066,0,01-03-2022,1846,909,Ever Green Tomato Ball 100 Gm,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
200,,,4121025066,0,01-03-2022,1846,,Veeba Eggless Mayonnaise 250 gm,70.54,6.00%,4.23,6.00%,4.23,-,-,-,-,-,-,27,PC,1,79,Cash
201,,,4121025066,0,01-03-2022,1846,,PB Anar,35.72,6.00%,2.14,6.00%,2.14,-,-,-,-,-,-,27,PC,1,40,Cash
202,,,4121025066,0,01-03-2022,1846,,mai  chicken curry,70,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,70,Cash
203,,,4121025066,0,01-03-2022,1846,,Ban Pao White bread,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
204,,,4121025066,0,01-03-2022,1846,,Bon Pao Vanilla Muffins,170,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,170,Cash
205,,,4121025067,0,01-03-2022,120,,Royal Kulfi,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,60,Cash
206,,,4121025068,0,01-03-2022,245,,Kelloggs Chovos,125,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,125,Cash
207,,,4121025068,0,01-03-2022,245,,Strawberry Donut,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,30,Cash
208,,,4121025068,0,01-03-2022,245,,Doowee Chocolate Donut,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,30,Cash
209,,,4121025069,0,01-03-2022,20,,fanta,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
210,,,4121025070,0,01-03-2022,210.5,,Marshmallow Candy,70,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,35,Cash
211,,,4121025070,0,01-03-2022,210.5,19053100,Dukes Wafers - Waffy (Chocolate Flavor) 75 Gm Pouch,18.66,9.00%,1.67,9.00%,1.67,-,-,-,-,-,-,27,PC,1,22,Cash
212,,,4121025070,0,01-03-2022,210.5,19059020,Dukes Waffy Vanilla 75Gms,19.08,9.00%,1.71,9.00%,1.71,-,-,-,-,-,-,27,PC,1,22.5,Cash
213,,,4121025070,0,01-03-2022,210.5,1008,Pro Nature Organic Foxtail Millet 500G,91.44,2.50%,2.28,2.50%,2.28,-,-,-,-,-,-,27,PC,1,96,Cash
214,,,4121025071,0,01-03-2022,35,,Lollypop candy,35,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,35,Cash
215,,,4121025072,0,01-03-2022,45,1806,Kinder Joy 20 Gm Plpch Surprise Growing Generation [Count],38.14,9.00%,3.43,9.00%,3.43,-,-,-,-,-,-,27,PC,1,45,Cash
216,,,4121025073,0,01-03-2022,495,,Shreenath Baby Corn,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,20,Cash
217,,,4121025073,0,01-03-2022,495,,Potato Biscut,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,25,Cash
218,,,4121025073,0,01-03-2022,495,402,So Good Almond Natural milk 200 ml,59.34,9.00%,5.33,9.00%,5.33,-,-,-,-,-,-,27,PC,1,70,Cash
219,,,4121025073,0,01-03-2022,495,20081990,Tong Garden Salted Pumpkin Seeds 30g,89.3,6.00%,5.35,6.00%,5.35,-,-,-,-,-,-,27,PC,2,50,Cash
220,,,4121025073,0,01-03-2022,495,,Stroopwafle Caramal,50.86,9.00%,4.57,9.00%,4.57,-,-,-,-,-,-,27,PC,1,60,Cash
221,,,4121025073,0,01-03-2022,495,,Lee Original Crackers,175,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,175,Cash
222,,,4121025074,0,01-03-2022,5,,Jolly Rancher,4.48,6.00%,0.26,6.00%,0.26,-,-,-,-,-,-,27,PC,1,5,Cash
223,,,4121025075,0,01-03-2022,35,1806,Snickers Chocolate 25Gm,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
224,,,4121025075,0,01-03-2022,35,,Chocopie,15,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,15,Cash
225,,,4121025076,0,01-03-2022,225,,Yummys  tanduri,225,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,225,Cash
226,,,4121025077,0,01-03-2022,170,21069019,Thums Up Soft Drink 250 Ml,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
227,,,4121025077,0,01-03-2022,170,190532,Dukes Wafers - Waffy (Orange Flavor) 75 Gm Pouching,19.08,9.00%,1.71,9.00%,1.71,-,-,-,-,-,-,27,PC,1,22.5,Cash
228,,,4121025077,0,01-03-2022,170,19059020,Dukes Wafers - Waffy (Strawberry Flavor) 75 Gm Pouch,19.08,9.00%,1.71,9.00%,1.71,-,-,-,-,-,-,27,PC,1,22.5,Cash
229,,,4121025077,0,01-03-2022,170,406,Modern Malai Paneer 250gm,100,2.50%,2.5,2.50%,2.5,-,-,-,-,-,-,27,PC,1,105,Cash
230,,,4121025078,0,01-03-2022,647,,Fruit Vegetables,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
231,,,4121025078,0,01-03-2022,647,910,Frubee Tej Patta 20 gm,19.06,2.50%,0.47,2.50%,0.47,-,-,-,-,-,-,27,PC,1,20,Cash
232,,,4121025078,0,01-03-2022,647,,Shreenath Peeled Corn,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
233,,,4121025078,0,01-03-2022,647,3402,Cif Surface Cleaner Cream 250 Ml,66.12,9.00%,5.94,9.00%,5.94,-,-,-,-,-,-,27,PC,1,78,Cash
234,,,4121025078,0,01-03-2022,647,2106,Keya Chilly Flakes ,75.24,2.50%,1.88,2.50%,1.88,-,-,-,-,-,-,27,PC,1,79,Cash
235,,,4121025078,0,01-03-2022,647,,sundried tomato,150,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,75,Cash
236,,,4121025078,0,01-03-2022,647,,Urja Free Range Eggs 12 N,215,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,215,Cash
237,,,4121025078,0,01-03-2022,647,,9.00001E+15,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
238,,,4121025079,0,01-03-2022,115,,Shreenath Cut Broccoli,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
239,,,4121025079,0,01-03-2022,115,,Royal Kulfi,65,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,65,Cash
240,,,4121025080,0,01-03-2022,25,1704,Jolly Lollipops Bred,22.34,6.00%,1.33,6.00%,1.33,-,-,-,-,-,-,27,PC,5,5,Cash
241,,,4121025081,0,01-03-2022,110,1806,Zubi Lolly,35.72,6.00%,2.14,6.00%,2.14,-,-,-,-,-,-,27,PC,1,40,Cash
242,,,4121025081,0,01-03-2022,110,17049020,Zubi Rose Shape Lollypop Candy 50 gm,62.5,6.00%,3.75,6.00%,3.75,-,-,-,-,-,-,27,PC,1,70,Cash
243,,,4121025082,0,01-03-2022,100,710,Mccain French Fries 540 Gms,89.3,6.00%,5.35,6.00%,5.35,-,-,-,-,-,-,27,PC,1,100,Cash
244,,,4121025083,0,01-03-2022,244,17049090,Impact Fresh Mint 14 gm,107.16,6.00%,6.42,6.00%,6.42,-,-,-,-,-,-,27,PC,1,120,Cash
245,,,4121025083,0,01-03-2022,244,,Udupi Sambar Masala,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,20,Cash
246,,,4121025083,0,01-03-2022,244,,8.9051E+12,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
247,,,4121025083,0,01-03-2022,244,3301,Harveys Red  Essence28 ml,50,9.00%,4.5,9.00%,4.5,-,-,-,-,-,-,27,PC,1,59,Cash
248,,,4121025084,0,01-03-2022,709,1704,Toblerone Of Switzerland 100G,84.76,9.00%,7.62,9.00%,7.62,-,-,-,-,-,-,27,PC,1,100,Cash
249,,,4121025084,0,01-03-2022,709,2008, Kerala Jackfruit Chips 250 VM,142.86,2.50%,3.57,2.50%,3.57,-,-,-,-,-,-,27,PC,1,150,Cash
250,,,4121025084,0,01-03-2022,709,,Samvang Hot Chicken Carbo Ramen 130 gm,111.62,6.00%,6.69,6.00%,6.69,-,-,-,-,-,-,27,PC,1,125,Cash
251,,,4121025084,0,01-03-2022,709,20081990,Tong Garden Salted Sunflower Seeds 30g,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
252,,,4121025084,0,01-03-2022,709,,SOUR PUNK BLUEBERRY 40 g,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
253,,,4121025084,0,01-03-2022,709,,picnic noodls,95,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,95,Cash
254,,,4121025084,0,01-03-2022,709,,Fiesta Cheese Garlic Bread,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,60,Cash
255,,,4121025084,0,01-03-2022,709,2103,Wingreens Mayo Thousand Island 130 gm,106.26,6.00%,6.37,6.00%,6.37,-,-,-,-,-,-,27,PC,1,119,Cash
256,,,4121025085,0,01-03-2022,600,1902,Samyang Raman Kimchi Noodle 120 gm,98.22,6.00%,5.89,6.00%,5.89,-,-,-,-,-,-,27,PC,1,110,Cash
257,,,4121025085,0,01-03-2022,600,2008, Kerala Jackfruit Chips 250 VM,142.86,2.50%,3.57,2.50%,3.57,-,-,-,-,-,-,27,PC,1,150,Cash
258,,,4121025085,0,01-03-2022,600,,BATOOK CARDAMON,10,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,10,Cash
259,,,4121025085,0,01-03-2022,600,,Potato Biscut,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
260,,,4121025085,0,01-03-2022,600,1704,SOUR PUNK APPLE,25.44,9.00%,2.28,9.00%,2.28,-,-,-,-,-,-,27,PC,1,30,Cash
261,,,4121025085,0,01-03-2022,600,1902,Picnic Veggiue Noodles,95,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,95,Cash
262,,,4121025085,0,01-03-2022,600,,Ritebite Fruits & Seeds,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,1,40,Cash
263,,,4121025085,0,01-03-2022,600,220210,PB Coconut Water,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
264,,,4121025085,0,01-03-2022,600,2106,Yoga Bar Chocolate Chunk Nut 38 g,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,1,40,Cash
265,,,4121025085,0,01-03-2022,600,,Vegetables and chess,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
266,,,4121025086,0,01-03-2022,257,,Frustick,45,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,45,Cash
267,,,4121025086,0,01-03-2022,257,904,Frubee Black Paper 50 gm,61.92,2.50%,1.54,2.50%,1.54,-,-,-,-,-,-,27,PC,1,65,Cash
268,,,4121025086,0,01-03-2022,257,,Real Thai Coconut Milk,80.36,6.00%,4.82,6.00%,4.82,-,-,-,-,-,-,27,PC,1,90,Cash
269,,,4121025086,0,01-03-2022,257,,Food Rite Shezwan Chuteny,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
270,,,4121025086,0,01-03-2022,257,,Fiesta Whole Wheat Ladi Pav,27,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,27,Cash
271,,,4121025087,0,01-03-2022,260,19023,Samyang Hot Chicken Ramen Stew Type 145 Gm,111.62,6.00%,6.69,6.00%,6.69,-,-,-,-,-,-,27,PC,1,125,Cash
272,,,4121025087,0,01-03-2022,260,,Samyang noodles hot pepper jjajang ramen,135,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,135,Cash
273,,,4121025088,0,01-03-2022,337.5,,Tong Garden Thai Chilli Coted Peanut 50 Gm,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
274,,,4121025088,0,01-03-2022,337.5,,Ever Green Nalli Plain 80 Gm,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
275,,,4121025088,0,01-03-2022,337.5,19023090,Chefss Basket Fusili Pasta 500 Gm,78.14,6.00%,4.68,6.00%,4.68,-,-,-,-,-,-,27,PC,1,87.5,Cash
276,,,4121025088,0,01-03-2022,337.5,,Fiesta Choco Walnut Cake,150,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,150,Cash
277,,,4121025088,0,01-03-2022,337.5,,modern mango lassi,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,40,Cash
278,,,4121025089,0,01-03-2022,30,,Carry Bag Big,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
279,,Dunzo,4121025090,0,01-03-2022,375,,Samyang Cheese Hot Chicken Ramen Noodle 140 gm,334.84,6.00%,20.08,6.00%,20.08,-,-,-,-,-,-,27,PC,3,125,Cash
280,,,4121025091,0,01-03-2022,1339,, Carry Bag Small,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
281,,,4121025091,0,01-03-2022,1339,,cheetos puff,650,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,650,Cash
282,,,4121025091,0,01-03-2022,1339,,Kerala Mixture Hot & Spicy 500 Gm,171.44,2.50%,4.28,2.50%,4.28,-,-,-,-,-,-,27,PC,1,180,Cash
283,,,4121025091,0,01-03-2022,1339,,Magic Pops,10,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,10,Cash
284,,,4121025091,0,01-03-2022,1339,2103,salsalito salsa dip 300 g,133.94,6.00%,8.03,6.00%,8.03,-,-,-,-,-,-,27,PC,1,150,Cash
285,,,4121025091,0,01-03-2022,1339,,True Element 4 in 1,149,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,149,Cash
286,,,4121025091,0,01-03-2022,1339,210690,Cornitos Nacho Crisps - Cheese And Herbs 150 Gm Pouch,151.8,6.00%,9.1,6.00%,9.1,-,-,-,-,-,-,27,PC,2,85,Cash
287,,,4121025092,0,01-03-2022,20,,Amul kool Rose,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
288,,,4121025093,0,01-03-2022,189,4031000,Epigamia Smoothie mulberry 200ml,66.68,2.50%,1.66,2.50%,1.66,-,-,-,-,-,-,27,PC,1,70,Cash
289,,,4121025093,0,01-03-2022,189,,The Theatra Cheddar Cheese Popcorn,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
290,,,4121025093,0,01-03-2022,189,,Artisna Strawberry Juice,61.62,6.00%,3.69,6.00%,3.69,-,-,-,-,-,-,27,PC,1,69,Cash
291,,,4121025094,0,01-03-2022,1100,,Davidoff Rich,550,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,550,Cash
292,,,4121025094,0,01-03-2022,1100,,Devidoff crema,550,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,550,Cash
293,,,4121025095,0,01-03-2022,333,9109100,Shan Ready Mix - Korma Curry 50 Gm Carton,71.44,2.50%,1.78,2.50%,1.78,-,-,-,-,-,-,27,PC,1,75,Cash
294,,,4121025095,0,01-03-2022,333,9109100,Shan Chicken Masala 50 gm,71.44,2.50%,1.78,2.50%,1.78,-,-,-,-,-,-,27,PC,1,75,Cash
295,,,4121025095,0,01-03-2022,333,,Shan Biryani Masala,75,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,75,Cash
296,,,4121025095,0,01-03-2022,333,1806,Jolly Rancher Lollipop,8.94,6.00%,0.53,6.00%,0.53,-,-,-,-,-,-,27,PC,2,5,Cash
297,,,4121025095,0,01-03-2022,333,2103, Cremica Pizza Pasta Sause 300 gm,87.5,6.00%,5.25,6.00%,5.25,-,-,-,-,-,-,27,PC,1,98,Cash
298,,,4121025096,0,01-03-2022,405,,My Potato,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,120,Cash
299,,,4121025096,0,01-03-2022,405,, AG BBQ hickory,285,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,285,Cash
300,,,4121025097,0,01-03-2022,50,,Fruit Vegetables,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
301,,,4121025098,0,01-03-2022,20,2201,Kinley Packaged Drinking Water 1 Ltr,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
302,,,4121025099,0,01-03-2022,840,,My Potato,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,120,Cash
303,,,4121025099,0,01-03-2022,840,,Mars,67.8,9.00%,6.1,9.00%,6.1,-,-,-,-,-,-,27,PC,2,40,Cash
304,,,4121025099,0,01-03-2022,840,,Nongshim Red Super Spicy Cup 68 Gm,88.4,6.00%,5.3,6.00%,5.3,-,-,-,-,-,-,27,PC,1,99,Cash
305,,,4121025099,0,01-03-2022,840,,Nongshim Kimchi Ramyun,88.4,6.00%,5.3,6.00%,5.3,-,-,-,-,-,-,27,PC,1,99,Cash
306,,,4121025099,0,01-03-2022,840,,Samyang cheese no,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,120,Cash
307,,,4121025099,0,01-03-2022,840,1902,Cup Noodles [Indndl] 70 Gm Plcup Spiced Chicken,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
308,,,4121025099,0,01-03-2022,840,2301,Continental Speciale Instant Coffee 25G,38.14,9.00%,3.43,9.00%,3.43,-,-,-,-,-,-,27,PC,1,45,Cash
309,,,4121025099,0,01-03-2022,840,210690,Bikaji [Mxchiv] 170 Gm Plpch Tana Bana Khatha Mitha Mixture  [Trdsnk],50.9,6.00%,3.05,6.00%,3.05,-,-,-,-,-,-,27,PC,1,57,Cash
310,,,4121025099,0,01-03-2022,840,, Fiesta Vannila Muffins,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
311,,,4121025099,0,01-03-2022,840,2106,Lite N Fit Manchurian Stik 200 gm,47.62,2.50%,1.19,2.50%,1.19,-,-,-,-,-,-,27,PC,1,50,Cash
312,,,4121025099,0,01-03-2022,840,210690,Cornitos Nachos Crisps Cheese & Herbs 60 gm,31.26,6.00%,1.87,6.00%,1.87,-,-,-,-,-,-,27,PC,1,35,Cash
313,,,4121025099,0,01-03-2022,840,210690,Cornitos Nacho Crisps Peri Peri 60 gm,31.26,6.00%,1.87,6.00%,1.87,-,-,-,-,-,-,27,PC,1,35,Cash
314,,,4121025100,0,01-03-2022,135,22029920,Mogu Mogu Orange Fav 300 Ml,58.04,6.00%,3.48,6.00%,3.48,-,-,-,-,-,-,27,PC,1,65,Cash
315,,,4121025100,0,01-03-2022,135,,PB Anar,35.72,6.00%,2.14,6.00%,2.14,-,-,-,-,-,-,27,PC,1,40,Cash
316,,,4121025100,0,01-03-2022,135,22029030,PB Aam Panna  250Ml,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
317,,,4121025101,0,01-03-2022,222,3923,Shalimar Large Bag,77.98,9.00%,7.01,9.00%,7.01,-,-,-,-,-,-,27,PC,1,92,Cash
318,,,4121025101,0,01-03-2022,222,,Cot-Mate,116.08,6.00%,6.96,6.00%,6.96,-,-,-,-,-,-,27,PC,1,130,Cash
319,,,4121025102,0,01-03-2022,650,,Samyang Hot Chicken Ramen Jjajang 140 Gm,334.84,6.00%,20.08,6.00%,20.08,-,-,-,-,-,-,27,PC,3,125,Cash
320,,,4121025102,0,01-03-2022,650,210,Mogu Mogu Lychee Juice Drink 300ml,58.04,6.00%,3.48,6.00%,3.48,-,-,-,-,-,-,27,PC,1,65,Cash
